name,country,operator,users,purpose,orbit_class,orbit_type,perigee_km,apogee_km,eccentricity,inclination_deg,period_min,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,launch_vehicle,launch_site,cospar_id,launch_year,description,sentiment_compound,sentiment_label,capability_score,capability_label,cluster,cluster_label
SAT-ISR-0955,Israel,CNES,Civil/Commercial,Technology Development,GEO,Molniya,35856,36091,0.00277,42.96,1445.3,4160.1,2385.3,10328.0,2013-01-26,3.8,Starship,"Plesetsk Cosmodrome, Russia",2013-955A,2013,"SAT-ISR-0955 is a heavy-class satellite (over 2,000 kg) operated by CNES (Israel), launched in 2013 aboard a Starship from Plesetsk Cosmodrome, Russia. Its primary mission is to test and validate next-generation space technologies, supporting commercial enterprises and civil institutions. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Molniya trajectory, with an orbital inclination of 43.0° and a period of 1445.3 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 4160 kg launch mass and is expected to remain operational for 3.8 years.",1.0,Positive,8,Operational Tier,4,Scientific Explorers
SAT-ISR-0956,Israel,O3b Networks,Government,Navigation/Global Positioning,Elliptical,Geostationary,1536,12204,0.40284,60.45,252.7,6108.8,3407.2,934.0,2007-03-05,5.1,PSLV,"Kennedy Space Center, USA",2007-956A,2007,"SAT-ISR-0956 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (Israel), launched in 2007 aboard a PSLV from Kennedy Space Center, USA. Its primary mission is to deliver precise positioning and navigation signals, operated under direct government mandate. The satellite occupies an elliptical orbit ranging from 1,536 km to 12,204 km on a Geostationary trajectory, with an orbital inclination of 60.5° and a period of 252.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 6109 kg launch mass and is expected to remain operational for 5.1 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,8,Operational Tier,0,LEO Earth Watchers
SAT-UAE-0957,UAE,SES,Commercial,Military Surveillance,MEO,Sun-Synchronous,8373,9229,0.02821,0.06,310.0,2078.4,967.2,845.0,2017-09-19,18.4,Long March 5,"Cape Canaveral, USA",2017-957A,2017,"SAT-UAE-0957 is a heavy-class satellite (over 2,000 kg) operated by SES (UAE), launched in 2017 aboard a Long March 5 from Cape Canaveral, USA. Its primary mission is to perform reconnaissance and surveillance operations, operated for commercial telecommunications and data services. The satellite occupies a medium Earth orbit (MEO) at approximately 8,801 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 0.1° and a period of 310.0 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 2078 kg launch mass and is expected to remain operational for 18.4 years.",-0.8396,Negative,9,Strategic Tier,3,Military & Surveillance
SAT-AUS-0958,Australia,OneWeb,Military/Government,Navigation/Global Positioning,LEO,Geostationary,748,867,0.00829,71.34,100.9,6502.9,4813.7,19118.0,1995-11-15,7.8,PSLV,"Jiuquan Satellite Launch Center, China",1995-958A,1995,"SAT-AUS-0958 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (Australia), launched in 1995 aboard a PSLV from Jiuquan Satellite Launch Center, China. Its primary mission is to deliver precise positioning and navigation signals, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 807 km altitude on a Geostationary trajectory, with an orbital inclination of 71.3° and a period of 100.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 6503 kg launch mass and is expected to remain operational for 7.8 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,7,Operational Tier,0,LEO Earth Watchers
SAT-ISR-0959,Israel,Boeing,Military/Government,Technology Development,Elliptical,Medium Earth,1622,34317,0.67162,66.89,629.9,6691.1,4265.8,17942.0,1999-11-22,12.4,Long March 3B,"Kennedy Space Center, USA",1999-959A,1999,"SAT-ISR-0959 is a heavy-class satellite (over 2,000 kg) operated by Boeing (Israel), launched in 1999 aboard a Long March 3B from Kennedy Space Center, USA. Its primary mission is to test and validate next-generation space technologies, serving military and defence agencies. The satellite occupies an elliptical orbit ranging from 1,622 km to 34,317 km on a Medium Earth trajectory, with an orbital inclination of 66.9° and a period of 629.9 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 6691 kg launch mass and is expected to remain operational for 12.4 years.",0.5725,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-SOU-0960,South Korea,Iridium Communications,Civil/Commercial,Technology Development,HEO,Polar,694,34459,0.70498,10.44,614.7,2437.7,1516.3,16905.0,2015-01-19,17.5,Long March 3B,"Satish Dhawan Space Centre, India",2015-960A,2015,"SAT-SOU-0960 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (South Korea), launched in 2015 aboard a Long March 3B from Satish Dhawan Space Centre, India. Its primary mission is to test and validate next-generation space technologies, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 694 km to 34,459 km altitude on a Polar trajectory, with an orbital inclination of 10.4° and a period of 614.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 2438 kg launch mass and is expected to remain operational for 17.5 years.",1.0,Positive,8,Operational Tier,5,Technology Demonstrators
SAT-ITA-0961,Italy,DigitalGlobe,Civil/Commercial,Amateur Radio,HEO,Molniya,356,31615,0.6991,15.92,554.5,2683.1,2091.2,13291.0,2015-07-19,3.0,New Shepard,"Tanegashima Space Center, Japan",2015-961A,2015,"SAT-ITA-0961 is a heavy-class satellite (over 2,000 kg) operated by DigitalGlobe (Italy), launched in 2015 aboard a New Shepard from Tanegashima Space Center, Japan. Its primary mission is to support amateur radio communications globally, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 356 km to 31,615 km altitude on a Molniya trajectory, with an orbital inclination of 15.9° and a period of 554.5 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 2683 kg launch mass and is expected to remain operational for 3.0 years.",-0.0992,Negative,6,Operational Tier,5,Technology Demonstrators
SAT-UAE-0962,UAE,Iridium Communications,Commercial,Surveillance,LEO,Molniya,1192,1295,0.00676,86.15,110.2,989.9,763.3,7987.0,1991-06-12,5.9,Long March 3B,"Vandenberg Air Force Base, USA",1991-962A,1991,"SAT-UAE-0962 is a medium-class satellite (500–2,000 kg) operated by Iridium Communications (UAE), launched in 1991 aboard a Long March 3B from Vandenberg Air Force Base, USA. Its primary mission is to perform reconnaissance and surveillance operations, operated for commercial telecommunications and data services. The satellite occupies a low Earth orbit (LEO) at approximately 1,243 km altitude on a Molniya trajectory, with an orbital inclination of 86.2° and a period of 110.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 990 kg launch mass and is expected to remain operational for 5.9 years.",-1.0,Negative,4,Support Tier,4,Scientific Explorers
SAT-IND-0963,India,DLR,Civil/Commercial,Space Science,HEO,Sun-Synchronous,440,34693,0.71547,9.86,614.3,4767.9,3425.6,269.0,2000-10-11,17.3,Vega,"Vandenberg Air Force Base, USA",2000-963A,2000,"SAT-IND-0963 is a heavy-class satellite (over 2,000 kg) operated by DLR (India), launched in 2000 aboard a Vega from Vandenberg Air Force Base, USA. Its primary mission is to conduct scientific research and space science experiments, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 440 km to 34,693 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 9.9° and a period of 614.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 4768 kg launch mass and is expected to remain operational for 17.3 years.",1.0,Positive,10,Strategic Tier,5,Technology Demonstrators
SAT-USA-0964,USA,Iridium Communications,Civil,Navigation/Global Positioning,HEO,Medium Earth,294,43002,0.76213,66.52,777.9,2366.8,1609.4,13355.0,2001-01-05,17.1,Ariane 5,"Kennedy Space Center, USA",2001-964A,2001,"SAT-USA-0964 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (USA), launched in 2001 aboard a Ariane 5 from Kennedy Space Center, USA. Its primary mission is to deliver precise positioning and navigation signals, providing services to civil and governmental organisations. The satellite occupies a highly elliptical orbit (HEO) ranging from 294 km to 43,002 km altitude on a Medium Earth trajectory, with an orbital inclination of 66.5° and a period of 777.9 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 2367 kg launch mass and is expected to remain operational for 17.1 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,10,Strategic Tier,0,LEO Earth Watchers
SAT-SWE-0965,Sweden,SpaceX / Starlink,Civil,Earth Observation,MEO,Molniya,12150,12826,0.01792,16.65,429.6,6580.4,4801.5,9858.0,1992-10-01,5.1,PSLV,"Jiuquan Satellite Launch Center, China",1992-965A,1992,"SAT-SWE-0965 is a heavy-class satellite (over 2,000 kg) operated by SpaceX / Starlink (Sweden), launched in 1992 aboard a PSLV from Jiuquan Satellite Launch Center, China. Its primary mission is to conduct continuous Earth observation and remote sensing, providing services to civil and governmental organisations. The satellite occupies a medium Earth orbit (MEO) at approximately 12,488 km altitude on a Molniya trajectory, with an orbital inclination of 16.6° and a period of 429.6 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for medium-duration operations, it carries a 6580 kg launch mass and is expected to remain operational for 5.1 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,8,Operational Tier,2,Navigation Constellation
SAT-SOU-0966,South Korea,SES,Civil/Commercial,Earth Observation,GEO,Inclined Geosynchronous,35857,36126,0.00317,76.06,1446.2,6826.5,2993.1,12169.0,1994-08-20,4.4,Long March 5,"Guiana Space Centre, French Guiana",1994-966A,1994,"SAT-SOU-0966 is a heavy-class satellite (over 2,000 kg) operated by SES (South Korea), launched in 1994 aboard a Long March 5 from Guiana Space Centre, French Guiana. Its primary mission is to conduct continuous Earth observation and remote sensing, supporting commercial enterprises and civil institutions. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Inclined Geosynchronous trajectory, with an orbital inclination of 76.1° and a period of 1446.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 6826 kg launch mass and is expected to remain operational for 4.4 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,9,Strategic Tier,2,Navigation Constellation
SAT-AUS-0967,Australia,O3b Networks,Military/Government,Navigation/Global Positioning,LEO,Medium Earth,1105,1191,0.00572,39.31,108.1,2384.5,1841.3,15906.0,2012-09-10,14.6,Antares,"Guiana Space Centre, French Guiana",2012-967A,2012,"SAT-AUS-0967 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (Australia), launched in 2012 aboard a Antares from Guiana Space Centre, French Guiana. Its primary mission is to deliver precise positioning and navigation signals, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 1,148 km altitude on a Medium Earth trajectory, with an orbital inclination of 39.3° and a period of 108.1 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 2384 kg launch mass and is expected to remain operational for 14.6 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,7,Operational Tier,0,LEO Earth Watchers
SAT-JAP-0968,Japan,ESA,Commercial,Meteorology,GEO,Polar,35753,35876,0.00146,97.83,1437.2,7007.4,3221.5,1561.0,1995-01-19,4.2,New Shepard,"Tanegashima Space Center, Japan",1995-968A,1995,"SAT-JAP-0968 is a heavy-class satellite (over 2,000 kg) operated by ESA (Japan), launched in 1995 aboard a New Shepard from Tanegashima Space Center, Japan. Its primary mission is to monitor atmospheric conditions and weather patterns, operated for commercial telecommunications and data services. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Polar trajectory, with an orbital inclination of 97.8° and a period of 1437.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 7007 kg launch mass and is expected to remain operational for 4.2 years.",1.0,Positive,9,Strategic Tier,4,Scientific Explorers
SAT-UAE-0969,UAE,OneWeb,Government,Meteorology,GEO,Molniya,35848,35970,0.00144,35.69,1442.0,7169.9,3417.2,1415.0,2009-12-07,13.6,Falcon 9,"Guiana Space Centre, French Guiana",2009-969A,2009,"SAT-UAE-0969 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (UAE), launched in 2009 aboard a Falcon 9 from Guiana Space Centre, French Guiana. Its primary mission is to monitor atmospheric conditions and weather patterns, operated under direct government mandate. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Molniya trajectory, with an orbital inclination of 35.7° and a period of 1442.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 7170 kg launch mass and is expected to remain operational for 13.6 years.",0.9259,Positive,10,Strategic Tier,4,Scientific Explorers
SAT-SPA-0970,SpaceX (USA),DLR,Government,Meteorology,HEO,Geostationary,391,43312,0.7604,41.39,786.4,2648.9,2074.7,15055.0,2018-03-27,19.4,Antares,"Xichang Satellite Launch Center, China",2018-970A,2018,"SAT-SPA-0970 is a heavy-class satellite (over 2,000 kg) operated by DLR (SpaceX (USA)), launched in 2018 aboard a Antares from Xichang Satellite Launch Center, China. Its primary mission is to monitor atmospheric conditions and weather patterns, operated under direct government mandate. The satellite occupies a highly elliptical orbit (HEO) ranging from 391 km to 43,312 km altitude on a Geostationary trajectory, with an orbital inclination of 41.4° and a period of 786.4 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 2649 kg launch mass and is expected to remain operational for 19.4 years.",0.1969,Positive,9,Strategic Tier,5,Technology Demonstrators
SAT-AUS-0971,Australia,DLR,Civil,Surveillance,LEO,Polar,636,700,0.00455,93.79,98.0,1958.2,1347.8,8416.0,1999-01-05,12.7,New Shepard,"Kennedy Space Center, USA",1999-971A,1999,"SAT-AUS-0971 is a medium-class satellite (500–2,000 kg) operated by DLR (Australia), launched in 1999 aboard a New Shepard from Kennedy Space Center, USA. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies a low Earth orbit (LEO) at approximately 668 km altitude on a Polar trajectory, with an orbital inclination of 93.8° and a period of 98.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 1958 kg launch mass and is expected to remain operational for 12.7 years.",-0.9259,Negative,6,Operational Tier,4,Scientific Explorers
SAT-ISR-0972,Israel,NASA,Military,Military Surveillance,GEO,Geostationary,35882,36057,0.00207,20.68,1445.1,6603.4,4438.4,17170.0,1996-08-25,10.8,Long March 5,"Plesetsk Cosmodrome, Russia",1996-972A,1996,"SAT-ISR-0972 is a heavy-class satellite (over 2,000 kg) operated by NASA (Israel), launched in 1996 aboard a Long March 5 from Plesetsk Cosmodrome, Russia. Its primary mission is to perform reconnaissance and surveillance operations, serving military and defence agencies. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Geostationary trajectory, with an orbital inclination of 20.7° and a period of 1445.1 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 6603 kg launch mass and is expected to remain operational for 10.8 years.",-1.0,Negative,10,Strategic Tier,4,Scientific Explorers
SAT-GER-0973,Germany,DigitalGlobe,Civil/Commercial,Amateur Radio,GEO,Molniya,35835,36035,0.00236,97.69,1443.3,4748.3,1983.8,6719.0,1992-08-24,6.9,Delta IV,"Jiuquan Satellite Launch Center, China",1992-973A,1992,"SAT-GER-0973 is a heavy-class satellite (over 2,000 kg) operated by DigitalGlobe (Germany), launched in 1992 aboard a Delta IV from Jiuquan Satellite Launch Center, China. Its primary mission is to support amateur radio communications globally, supporting commercial enterprises and civil institutions. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Molniya trajectory, with an orbital inclination of 97.7° and a period of 1443.3 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 4748 kg launch mass and is expected to remain operational for 6.9 years.",0.9259,Positive,8,Operational Tier,4,Scientific Explorers
SAT-SWE-0974,Sweden,JAXA,Civil/Commercial,Meteorology,LEO,Sun-Synchronous,1271,1377,0.00689,63.9,112.0,3621.7,2631.9,13402.0,2010-10-08,7.1,Electron,"Guiana Space Centre, French Guiana",2010-974A,2010,"SAT-SWE-0974 is a heavy-class satellite (over 2,000 kg) operated by JAXA (Sweden), launched in 2010 aboard a Electron from Guiana Space Centre, French Guiana. Its primary mission is to monitor atmospheric conditions and weather patterns, supporting commercial enterprises and civil institutions. The satellite occupies a low Earth orbit (LEO) at approximately 1,324 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 63.9° and a period of 112.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 3622 kg launch mass and is expected to remain operational for 7.1 years.",1.0,Positive,5,Support Tier,4,Scientific Explorers
SAT-CHI-0975,China,JAXA,Commercial,Amateur Radio,HEO,Medium Earth,471,30070,0.68385,7.46,528.1,67.9,34.6,16307.0,2018-04-13,2.4,Vega,"Vandenberg Air Force Base, USA",2018-975A,2018,"SAT-CHI-0975 is a nanosatellite (10–100 kg) operated by JAXA (China), launched in 2018 aboard a Vega from Vandenberg Air Force Base, USA. Its primary mission is to support amateur radio communications globally, operated for commercial telecommunications and data services. The satellite occupies a highly elliptical orbit (HEO) ranging from 471 km to 30,070 km altitude on a Medium Earth trajectory, with an orbital inclination of 7.5° and a period of 528.1 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for short-duration operations, it carries a 68 kg launch mass and is expected to remain operational for 2.4 years.",0.1969,Positive,4,Support Tier,5,Technology Demonstrators
SAT-CHI-0976,China,Iridium Communications,Civil/Commercial,Earth Science,LEO,Molniya,1327,1514,0.012,83.81,114.1,4441.3,2772.7,6639.0,2003-09-22,15.9,Vega,"Satish Dhawan Space Centre, India",2003-976A,2003,"SAT-CHI-0976 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (China), launched in 2003 aboard a Vega from Satish Dhawan Space Centre, India. Its primary mission is to conduct scientific research and space science experiments, supporting commercial enterprises and civil institutions. The satellite occupies a low Earth orbit (LEO) at approximately 1,420 km altitude on a Molniya trajectory, with an orbital inclination of 83.8° and a period of 114.1 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 4441 kg launch mass and is expected to remain operational for 15.9 years.",1.0,Positive,8,Operational Tier,3,Military & Surveillance
SAT-FRA-0977,France,Iridium Communications,Military/Government,Technology Development,LEO,Geostationary,1179,1199,0.00132,16.56,109.0,7452.1,4983.4,8370.0,1991-02-05,15.0,Delta IV,"Satish Dhawan Space Centre, India",1991-977A,1991,"SAT-FRA-0977 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (France), launched in 1991 aboard a Delta IV from Satish Dhawan Space Centre, India. Its primary mission is to test and validate next-generation space technologies, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 1,189 km altitude on a Geostationary trajectory, with an orbital inclination of 16.6° and a period of 109.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 7452 kg launch mass and is expected to remain operational for 15.0 years.",1.0,Positive,7,Operational Tier,4,Scientific Explorers
SAT-NET-0978,Netherlands,Airbus Defence,Military,Earth Science,MEO,Polar,13843,14042,0.0049,0.33,480.2,6992.1,2981.4,15430.0,1994-02-05,17.3,New Shepard,"Guiana Space Centre, French Guiana",1994-978A,1994,"SAT-NET-0978 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (Netherlands), launched in 1994 aboard a New Shepard from Guiana Space Centre, French Guiana. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 13,942 km altitude on a Polar trajectory, with an orbital inclination of 0.3° and a period of 480.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 6992 kg launch mass and is expected to remain operational for 17.3 years.",0.9259,Positive,10,Strategic Tier,4,Scientific Explorers
SAT-UK-0979,UK,Boeing,Military,Meteorology,MEO,Sun-Synchronous,5714,7280,0.06085,27.27,242.1,1020.7,553.7,1931.0,2024-08-17,13.9,Soyuz-2,"Vandenberg Air Force Base, USA",2024-979A,2024,"SAT-UK-0979 is a medium-class satellite (500–2,000 kg) operated by Boeing (UK), launched in 2024 aboard a Soyuz-2 from Vandenberg Air Force Base, USA. Its primary mission is to monitor atmospheric conditions and weather patterns, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 6,497 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 27.3° and a period of 242.1 minutes. Its moderately elliptical orbit enables extended dwell time over target regions. Designed for long-duration operations, it carries a 1021 kg launch mass and is expected to remain operational for 13.9 years.",-0.0,Neutral,7,Operational Tier,3,Military & Surveillance
SAT-USA-0980,USA,Lockheed Martin,Military/Government,Earth Science,MEO,Inclined Geosynchronous,19868,21803,0.03556,79.89,744.3,1209.2,577.6,19823.0,1995-02-06,4.5,New Shepard,"Tanegashima Space Center, Japan",1995-980A,1995,"SAT-USA-0980 is a medium-class satellite (500–2,000 kg) operated by Lockheed Martin (USA), launched in 1995 aboard a New Shepard from Tanegashima Space Center, Japan. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 20,835 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 79.9° and a period of 744.3 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for medium-duration operations, it carries a 1209 kg launch mass and is expected to remain operational for 4.5 years.",1.0,Positive,6,Operational Tier,3,Military & Surveillance
SAT-LUX-0981,Luxembourg,Planet Labs,Civil,Surveillance,LEO,Equatorial,996,1095,0.00667,57.46,105.9,4987.5,2128.5,19861.0,2003-03-07,10.4,Long March 3B,"Cape Canaveral, USA",2003-981A,2003,"SAT-LUX-0981 is a heavy-class satellite (over 2,000 kg) operated by Planet Labs (Luxembourg), launched in 2003 aboard a Long March 3B from Cape Canaveral, USA. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies a low Earth orbit (LEO) at approximately 1,045 km altitude on a Equatorial trajectory, with an orbital inclination of 57.5° and a period of 105.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 4988 kg launch mass and is expected to remain operational for 10.4 years.",-0.8396,Negative,7,Operational Tier,4,Scientific Explorers
SAT-ITA-0982,Italy,ISRO,Military/Government,Technology Development,Elliptical,Equatorial,1437,22690,0.57645,1.68,415.2,1545.2,1195.3,13009.0,1992-01-15,12.1,Delta IV,"Kennedy Space Center, USA",1992-982A,1992,"SAT-ITA-0982 is a medium-class satellite (500–2,000 kg) operated by ISRO (Italy), launched in 1992 aboard a Delta IV from Kennedy Space Center, USA. Its primary mission is to test and validate next-generation space technologies, serving military and defence agencies. The satellite occupies an elliptical orbit ranging from 1,437 km to 22,690 km on a Equatorial trajectory, with an orbital inclination of 1.7° and a period of 415.2 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 1545 kg launch mass and is expected to remain operational for 12.1 years.",0.5725,Positive,6,Operational Tier,5,Technology Demonstrators
SAT-LUX-0983,Luxembourg,Airbus Defence,Civil,Navigation/Global Positioning,GEO,Medium Earth,35818,35861,0.00051,54.06,1438.4,3813.8,2045.3,12536.0,1997-10-05,11.7,Falcon 9,"Tanegashima Space Center, Japan",1997-983A,1997,"SAT-LUX-0983 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (Luxembourg), launched in 1997 aboard a Falcon 9 from Tanegashima Space Center, Japan. Its primary mission is to deliver precise positioning and navigation signals, providing services to civil and governmental organisations. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Medium Earth trajectory, with an orbital inclination of 54.1° and a period of 1438.4 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 3814 kg launch mass and is expected to remain operational for 11.7 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,10,Strategic Tier,0,LEO Earth Watchers
SAT-CHI-0984,China,OneWeb,Military,Surveillance,MEO,Molniya,12225,13324,0.0287,25.31,439.4,7714.4,6169.3,5685.0,1993-05-22,4.0,Antares,"Vandenberg Air Force Base, USA",1993-984A,1993,"SAT-CHI-0984 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (China), launched in 1993 aboard a Antares from Vandenberg Air Force Base, USA. Its primary mission is to perform reconnaissance and surveillance operations, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 12,774 km altitude on a Molniya trajectory, with an orbital inclination of 25.3° and a period of 439.4 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for medium-duration operations, it carries a 7714 kg launch mass and is expected to remain operational for 4.0 years.",-1.0,Negative,8,Operational Tier,3,Military & Surveillance
SAT-SOU-0985,South Korea,CNES,Government,Earth Observation,LEO,Medium Earth,1387,1480,0.00596,69.76,114.4,7851.0,3572.0,10547.0,2016-01-01,7.6,Electron,"Baikonur Cosmodrome, Kazakhstan",2016-985A,2016,"SAT-SOU-0985 is a heavy-class satellite (over 2,000 kg) operated by CNES (South Korea), launched in 2016 aboard a Electron from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to conduct continuous Earth observation and remote sensing, operated under direct government mandate. The satellite occupies a low Earth orbit (LEO) at approximately 1,433 km altitude on a Medium Earth trajectory, with an orbital inclination of 69.8° and a period of 114.4 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 7851 kg launch mass and is expected to remain operational for 7.6 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,6,Operational Tier,2,Navigation Constellation
SAT-ISR-0986,Israel,OneWeb,Military,Earth Science,GEO,Geostationary,35729,35777,0.00057,4.81,1434.0,4678.7,3446.3,11049.0,2001-10-07,3.0,Vega,"Baikonur Cosmodrome, Kazakhstan",2001-986A,2001,"SAT-ISR-0986 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (Israel), launched in 2001 aboard a Vega from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Geostationary trajectory, with an orbital inclination of 4.8° and a period of 1434.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 4679 kg launch mass and is expected to remain operational for 3.0 years.",1.0,Positive,9,Strategic Tier,4,Scientific Explorers
